id,family_id,split,style,question,intent,skill,entities,expected_action,backend_sources,response_strategy,must_do,must_not,clarification_question,notes
BUDGET_001-09,BUDGET_001,validation,natural,Máy giặt tầm 8 đến 12 triệu,BUDGET_SEARCH,,"{""min_price"": ""extract_if_present"", ""max_price"": ""extract"", ""category"": ""extract"", ""size"": ""extract_if_present""}",FILTER_BY_BUDGET,"[""PRODUCT_DB"", ""PRICE_SERVICE""]",PRODUCT_LIST,"[""Use current sale price for budget filtering if business rules define that as customer price.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
BUDGET_001-10,BUDGET_001,validation,no_accent,May giat tam 8 den 12 trieu,BUDGET_SEARCH,,"{""min_price"": ""extract_if_present"", ""max_price"": ""extract"", ""category"": ""extract"", ""size"": ""extract_if_present""}",FILTER_BY_BUDGET,"[""PRODUCT_DB"", ""PRICE_SERVICE""]",PRODUCT_LIST,"[""Use current sale price for budget filtering if business rules define that as customer price.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
BUDGET_001-11,BUDGET_001,validation,slang,may giat tầm 8 đến 12 triệu,BUDGET_SEARCH,,"{""min_price"": ""extract_if_present"", ""max_price"": ""extract"", ""category"": ""extract"", ""size"": ""extract_if_present""}",FILTER_BY_BUDGET,"[""PRODUCT_DB"", ""PRICE_SERVICE""]",PRODUCT_LIST,"[""Use current sale price for budget filtering if business rules define that as customer price.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
BUDGET_001-12,BUDGET_001,validation,natural,Có máy sấy nào dưới 15 triệu không?,BUDGET_SEARCH,,"{""min_price"": ""extract_if_present"", ""max_price"": ""extract"", ""category"": ""extract"", ""size"": ""extract_if_present""}",FILTER_BY_BUDGET,"[""PRODUCT_DB"", ""PRICE_SERVICE""]",PRODUCT_LIST,"[""Use current sale price for budget filtering if business rules define that as customer price.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
BUDGET_001-13,BUDGET_001,validation,no_accent,Co may say nao duoi 15 trieu khong?,BUDGET_SEARCH,,"{""min_price"": ""extract_if_present"", ""max_price"": ""extract"", ""category"": ""extract"", ""size"": ""extract_if_present""}",FILTER_BY_BUDGET,"[""PRODUCT_DB"", ""PRICE_SERVICE""]",PRODUCT_LIST,"[""Use current sale price for budget filtering if business rules define that as customer price.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
BUDGET_001-14,BUDGET_001,validation,slang,có máy sấy nào dưới 15 triệu ko?,BUDGET_SEARCH,,"{""min_price"": ""extract_if_present"", ""max_price"": ""extract"", ""category"": ""extract"", ""size"": ""extract_if_present""}",FILTER_BY_BUDGET,"[""PRODUCT_DB"", ""PRICE_SERVICE""]",PRODUCT_LIST,"[""Use current sale price for budget filtering if business rules define that as customer price.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
BRAND_001-01,BRAND_001,train,natural,Cho xem điều hòa Daikin,BRAND_SEARCH,,"{""brand"": ""extract"", ""category"": ""extract""}",FILTER_BY_BRAND_CATEGORY,"[""PRODUCT_DB""]",PRODUCT_LIST,"[""Return actual catalog products only.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
BRAND_001-02,BRAND_001,train,no_accent,Cho xem dieu hoa Daikin,BRAND_SEARCH,,"{""brand"": ""extract"", ""category"": ""extract""}",FILTER_BY_BRAND_CATEGORY,"[""PRODUCT_DB""]",PRODUCT_LIST,"[""Return actual catalog products only.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
BRAND_001-03,BRAND_001,train,natural,Tủ lạnh Panasonic bên mình có gì?,BRAND_SEARCH,,"{""brand"": ""extract"", ""category"": ""extract""}",FILTER_BY_BRAND_CATEGORY,"[""PRODUCT_DB""]",PRODUCT_LIST,"[""Return actual catalog products only.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
BRAND_001-04,BRAND_001,train,no_accent,Tu lanh Panasonic ben minh co gi?,BRAND_SEARCH,,"{""brand"": ""extract"", ""category"": ""extract""}",FILTER_BY_BRAND_CATEGORY,"[""PRODUCT_DB""]",PRODUCT_LIST,"[""Return actual catalog products only.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
BRAND_001-05,BRAND_001,train,slang,tu lanh panasonic bên mình có gì?,BRAND_SEARCH,,"{""brand"": ""extract"", ""category"": ""extract""}",FILTER_BY_BRAND_CATEGORY,"[""PRODUCT_DB""]",PRODUCT_LIST,"[""Return actual catalog products only.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
BRAND_001-06,BRAND_001,train,natural,Máy giặt LG đang bán những mẫu nào?,BRAND_SEARCH,,"{""brand"": ""extract"", ""category"": ""extract""}",FILTER_BY_BRAND_CATEGORY,"[""PRODUCT_DB""]",PRODUCT_LIST,"[""Return actual catalog products only.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
BRAND_001-07,BRAND_001,train,no_accent,May giat LG dang ban nhung mau nao?,BRAND_SEARCH,,"{""brand"": ""extract"", ""category"": ""extract""}",FILTER_BY_BRAND_CATEGORY,"[""PRODUCT_DB""]",PRODUCT_LIST,"[""Return actual catalog products only.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
BRAND_001-08,BRAND_001,train,slang,may giat lg đang bán những mẫu nào?,BRAND_SEARCH,,"{""brand"": ""extract"", ""category"": ""extract""}",FILTER_BY_BRAND_CATEGORY,"[""PRODUCT_DB""]",PRODUCT_LIST,"[""Return actual catalog products only.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
BRAND_001-09,BRAND_001,train,natural,TV Sony hiện có các dòng nào?,BRAND_SEARCH,,"{""brand"": ""extract"", ""category"": ""extract""}",FILTER_BY_BRAND_CATEGORY,"[""PRODUCT_DB""]",PRODUCT_LIST,"[""Return actual catalog products only.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
BRAND_001-10,BRAND_001,train,no_accent,TV Sony hien co cac dong nao?,BRAND_SEARCH,,"{""brand"": ""extract"", ""category"": ""extract""}",FILTER_BY_BRAND_CATEGORY,"[""PRODUCT_DB""]",PRODUCT_LIST,"[""Return actual catalog products only.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
BRAND_001-11,BRAND_001,train,natural,Điều hòa Midea có những mẫu nào?,BRAND_SEARCH,,"{""brand"": ""extract"", ""category"": ""extract""}",FILTER_BY_BRAND_CATEGORY,"[""PRODUCT_DB""]",PRODUCT_LIST,"[""Return actual catalog products only.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
BRAND_001-12,BRAND_001,train,no_accent,Dieu hoa Midea co nhung mau nao?,BRAND_SEARCH,,"{""brand"": ""extract"", ""category"": ""extract""}",FILTER_BY_BRAND_CATEGORY,"[""PRODUCT_DB""]",PRODUCT_LIST,"[""Return actual catalog products only.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
BRAND_001-13,BRAND_001,train,slang,dieu hoa midea có những mẫu nào?,BRAND_SEARCH,,"{""brand"": ""extract"", ""category"": ""extract""}",FILTER_BY_BRAND_CATEGORY,"[""PRODUCT_DB""]",PRODUCT_LIST,"[""Return actual catalog products only.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims.""]",,
BRAND_ADVICE_001-01,BRAND_ADVICE_001,train,natural,Điều hòa hãng nào phù hợp nếu ưu tiên bền và tiết kiệm điện?,BRAND_ADVICE,,"{""brands"": ""extract_if_present"", ""category"": ""extract"", ""priorities"": ""extract""}",COMPARE_BRAND_CRITERIA,"[""KNOWLEDGE_DB"", ""PRODUCT_DB""]",BALANCED_ADVICE,"[""Explain by explicit criteria and available product data; avoid absolute claims not supported by data.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims."", ""Do not claim one brand is universally best.""]",,
BRAND_ADVICE_001-02,BRAND_ADVICE_001,train,no_accent,Dieu hoa hang nao phu hop neu uu tien ben va tiet kiem dien?,BRAND_ADVICE,,"{""brands"": ""extract_if_present"", ""category"": ""extract"", ""priorities"": ""extract""}",COMPARE_BRAND_CRITERIA,"[""KNOWLEDGE_DB"", ""PRODUCT_DB""]",BALANCED_ADVICE,"[""Explain by explicit criteria and available product data; avoid absolute claims not supported by data.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims."", ""Do not claim one brand is universally best.""]",,
BRAND_ADVICE_001-03,BRAND_ADVICE_001,train,slang,dieu hoa hãng nào phù hợp nếu ưu tiên bền và tiết kiệm điện?,BRAND_ADVICE,,"{""brands"": ""extract_if_present"", ""category"": ""extract"", ""priorities"": ""extract""}",COMPARE_BRAND_CRITERIA,"[""KNOWLEDGE_DB"", ""PRODUCT_DB""]",BALANCED_ADVICE,"[""Explain by explicit criteria and available product data; avoid absolute claims not supported by data.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims."", ""Do not claim one brand is universally best.""]",,
BRAND_ADVICE_001-04,BRAND_ADVICE_001,train,natural,Daikin và Panasonic khác nhau như nào?,BRAND_ADVICE,,"{""brands"": ""extract_if_present"", ""category"": ""extract"", ""priorities"": ""extract""}",COMPARE_BRAND_CRITERIA,"[""KNOWLEDGE_DB"", ""PRODUCT_DB""]",BALANCED_ADVICE,"[""Explain by explicit criteria and available product data; avoid absolute claims not supported by data.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims."", ""Do not claim one brand is universally best.""]",,
BRAND_ADVICE_001-05,BRAND_ADVICE_001,train,no_accent,Daikin va Panasonic khac nhau nhu nao?,BRAND_ADVICE,,"{""brands"": ""extract_if_present"", ""category"": ""extract"", ""priorities"": ""extract""}",COMPARE_BRAND_CRITERIA,"[""KNOWLEDGE_DB"", ""PRODUCT_DB""]",BALANCED_ADVICE,"[""Explain by explicit criteria and available product data; avoid absolute claims not supported by data.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims."", ""Do not claim one brand is universally best.""]",,
BRAND_ADVICE_001-06,BRAND_ADVICE_001,train,natural,Midea có ổn không?,BRAND_ADVICE,,"{""brands"": ""extract_if_present"", ""category"": ""extract"", ""priorities"": ""extract""}",COMPARE_BRAND_CRITERIA,"[""KNOWLEDGE_DB"", ""PRODUCT_DB""]",BALANCED_ADVICE,"[""Explain by explicit criteria and available product data; avoid absolute claims not supported by data.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims."", ""Do not claim one brand is universally best.""]",,
BRAND_ADVICE_001-07,BRAND_ADVICE_001,train,no_accent,Midea co on khong?,BRAND_ADVICE,,"{""brands"": ""extract_if_present"", ""category"": ""extract"", ""priorities"": ""extract""}",COMPARE_BRAND_CRITERIA,"[""KNOWLEDGE_DB"", ""PRODUCT_DB""]",BALANCED_ADVICE,"[""Explain by explicit criteria and available product data; avoid absolute claims not supported by data.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims."", ""Do not claim one brand is universally best.""]",,
BRAND_ADVICE_001-08,BRAND_ADVICE_001,train,slang,midea có ổn ko?,BRAND_ADVICE,,"{""brands"": ""extract_if_present"", ""category"": ""extract"", ""priorities"": ""extract""}",COMPARE_BRAND_CRITERIA,"[""KNOWLEDGE_DB"", ""PRODUCT_DB""]",BALANCED_ADVICE,"[""Explain by explicit criteria and available product data; avoid absolute claims not supported by data.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims."", ""Do not claim one brand is universally best.""]",,
BRAND_ADVICE_001-09,BRAND_ADVICE_001,train,natural,Nên chọn tủ lạnh LG hay Panasonic?,BRAND_ADVICE,,"{""brands"": ""extract_if_present"", ""category"": ""extract"", ""priorities"": ""extract""}",COMPARE_BRAND_CRITERIA,"[""KNOWLEDGE_DB"", ""PRODUCT_DB""]",BALANCED_ADVICE,"[""Explain by explicit criteria and available product data; avoid absolute claims not supported by data.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims."", ""Do not claim one brand is universally best.""]",,
BRAND_ADVICE_001-10,BRAND_ADVICE_001,train,no_accent,Nen chon tu lanh LG hay Panasonic?,BRAND_ADVICE,,"{""brands"": ""extract_if_present"", ""category"": ""extract"", ""priorities"": ""extract""}",COMPARE_BRAND_CRITERIA,"[""KNOWLEDGE_DB"", ""PRODUCT_DB""]",BALANCED_ADVICE,"[""Explain by explicit criteria and available product data; avoid absolute claims not supported by data.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims."", ""Do not claim one brand is universally best.""]",,
BRAND_ADVICE_001-11,BRAND_ADVICE_001,train,slang,nên chọn tu lanh lg hay panasonic?,BRAND_ADVICE,,"{""brands"": ""extract_if_present"", ""category"": ""extract"", ""priorities"": ""extract""}",COMPARE_BRAND_CRITERIA,"[""KNOWLEDGE_DB"", ""PRODUCT_DB""]",BALANCED_ADVICE,"[""Explain by explicit criteria and available product data; avoid absolute claims not supported by data.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims."", ""Do not claim one brand is universally best.""]",,
BRAND_ADVICE_001-12,BRAND_ADVICE_001,train,natural,Máy giặt hãng nào phù hợp gia đình 4 người?,BRAND_ADVICE,,"{""brands"": ""extract_if_present"", ""category"": ""extract"", ""priorities"": ""extract""}",COMPARE_BRAND_CRITERIA,"[""KNOWLEDGE_DB"", ""PRODUCT_DB""]",BALANCED_ADVICE,"[""Explain by explicit criteria and available product data; avoid absolute claims not supported by data.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims."", ""Do not claim one brand is universally best.""]",,
BRAND_ADVICE_001-13,BRAND_ADVICE_001,train,no_accent,May giat hang nao phu hop gia dinh 4 nguoi?,BRAND_ADVICE,,"{""brands"": ""extract_if_present"", ""category"": ""extract"", ""priorities"": ""extract""}",COMPARE_BRAND_CRITERIA,"[""KNOWLEDGE_DB"", ""PRODUCT_DB""]",BALANCED_ADVICE,"[""Explain by explicit criteria and available product data; avoid absolute claims not supported by data.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims."", ""Do not claim one brand is universally best.""]",,
BRAND_ADVICE_001-14,BRAND_ADVICE_001,train,slang,may giat hãng nào phù hợp gia đình 4 người?,BRAND_ADVICE,,"{""brands"": ""extract_if_present"", ""category"": ""extract"", ""priorities"": ""extract""}",COMPARE_BRAND_CRITERIA,"[""KNOWLEDGE_DB"", ""PRODUCT_DB""]",BALANCED_ADVICE,"[""Explain by explicit criteria and available product data; avoid absolute claims not supported by data.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims."", ""Do not claim one brand is universally best.""]",,
AC_SIZE_001-01,AC_SIZE_001,train,natural,Phòng ngủ 20m² dùng điều hòa bao nhiêu BTU?,AIR_CONDITIONER_SIZING,AIR_CONDITIONER_SIZING,"{""area_m2"": ""extract"", ""room_type"": ""BEDROOM_if_present"", ""dimensions"": ""extract_if_present""}",CALCULATE_THEN_SEARCH,"[""SKILL_RULES"", ""PRODUCT_DB""]",ADVICE_WITH_PRODUCTS,"[""Calculate sizing before product search."", ""For normal conditions, 20 m² should map around the 12,000 BTU commercial class under the configured rule."", ""Mention important heat-load caveat briefly."", ""Optionally retrieve 3-5 matching real products.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims."", ""Do not directly search and recommend 9,000 BTU products before sizing.""]",,
AC_SIZE_001-02,AC_SIZE_001,train,no_accent,Phong ngu 20m² dung dieu hoa bao nhieu BTU?,AIR_CONDITIONER_SIZING,AIR_CONDITIONER_SIZING,"{""area_m2"": ""extract"", ""room_type"": ""BEDROOM_if_present"", ""dimensions"": ""extract_if_present""}",CALCULATE_THEN_SEARCH,"[""SKILL_RULES"", ""PRODUCT_DB""]",ADVICE_WITH_PRODUCTS,"[""Calculate sizing before product search."", ""For normal conditions, 20 m² should map around the 12,000 BTU commercial class under the configured rule."", ""Mention important heat-load caveat briefly."", ""Optionally retrieve 3-5 matching real products.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims."", ""Do not directly search and recommend 9,000 BTU products before sizing.""]",,
AC_SIZE_001-03,AC_SIZE_001,train,slang,phong ngủ 20m² dùng dieu hoa bn btu?,AIR_CONDITIONER_SIZING,AIR_CONDITIONER_SIZING,"{""area_m2"": ""extract"", ""room_type"": ""BEDROOM_if_present"", ""dimensions"": ""extract_if_present""}",CALCULATE_THEN_SEARCH,"[""SKILL_RULES"", ""PRODUCT_DB""]",ADVICE_WITH_PRODUCTS,"[""Calculate sizing before product search."", ""For normal conditions, 20 m² should map around the 12,000 BTU commercial class under the configured rule."", ""Mention important heat-load caveat briefly."", ""Optionally retrieve 3-5 matching real products.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims."", ""Do not directly search and recommend 9,000 BTU products before sizing.""]",,
AC_SIZE_001-04,AC_SIZE_001,train,natural,Phòng 15 mét vuông nên mua 1HP hay 1.5HP?,AIR_CONDITIONER_SIZING,AIR_CONDITIONER_SIZING,"{""area_m2"": ""extract"", ""room_type"": ""BEDROOM_if_present"", ""dimensions"": ""extract_if_present""}",CALCULATE_THEN_SEARCH,"[""SKILL_RULES"", ""PRODUCT_DB""]",ADVICE_WITH_PRODUCTS,"[""Calculate sizing before product search."", ""For normal conditions, 20 m² should map around the 12,000 BTU commercial class under the configured rule."", ""Mention important heat-load caveat briefly."", ""Optionally retrieve 3-5 matching real products.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims."", ""Do not directly search and recommend 9,000 BTU products before sizing.""]",,
AC_SIZE_001-05,AC_SIZE_001,train,no_accent,Phong 15 met vuong nen mua 1HP hay 1.5HP?,AIR_CONDITIONER_SIZING,AIR_CONDITIONER_SIZING,"{""area_m2"": ""extract"", ""room_type"": ""BEDROOM_if_present"", ""dimensions"": ""extract_if_present""}",CALCULATE_THEN_SEARCH,"[""SKILL_RULES"", ""PRODUCT_DB""]",ADVICE_WITH_PRODUCTS,"[""Calculate sizing before product search."", ""For normal conditions, 20 m² should map around the 12,000 BTU commercial class under the configured rule."", ""Mention important heat-load caveat briefly."", ""Optionally retrieve 3-5 matching real products.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims."", ""Do not directly search and recommend 9,000 BTU products before sizing.""]",,
AC_SIZE_001-06,AC_SIZE_001,train,slang,phong 15 m2 nên mua 1hp hay 1.5hp?,AIR_CONDITIONER_SIZING,AIR_CONDITIONER_SIZING,"{""area_m2"": ""extract"", ""room_type"": ""BEDROOM_if_present"", ""dimensions"": ""extract_if_present""}",CALCULATE_THEN_SEARCH,"[""SKILL_RULES"", ""PRODUCT_DB""]",ADVICE_WITH_PRODUCTS,"[""Calculate sizing before product search."", ""For normal conditions, 20 m² should map around the 12,000 BTU commercial class under the configured rule."", ""Mention important heat-load caveat briefly."", ""Optionally retrieve 3-5 matching real products.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims."", ""Do not directly search and recommend 9,000 BTU products before sizing.""]",,
AC_SIZE_001-07,AC_SIZE_001,train,natural,Phòng 25m2 dùng điều hòa công suất nào?,AIR_CONDITIONER_SIZING,AIR_CONDITIONER_SIZING,"{""area_m2"": ""extract"", ""room_type"": ""BEDROOM_if_present"", ""dimensions"": ""extract_if_present""}",CALCULATE_THEN_SEARCH,"[""SKILL_RULES"", ""PRODUCT_DB""]",ADVICE_WITH_PRODUCTS,"[""Calculate sizing before product search."", ""For normal conditions, 20 m² should map around the 12,000 BTU commercial class under the configured rule."", ""Mention important heat-load caveat briefly."", ""Optionally retrieve 3-5 matching real products.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims."", ""Do not directly search and recommend 9,000 BTU products before sizing.""]",,
AC_SIZE_001-08,AC_SIZE_001,train,no_accent,Phong 25m2 dung dieu hoa cong suat nao?,AIR_CONDITIONER_SIZING,AIR_CONDITIONER_SIZING,"{""area_m2"": ""extract"", ""room_type"": ""BEDROOM_if_present"", ""dimensions"": ""extract_if_present""}",CALCULATE_THEN_SEARCH,"[""SKILL_RULES"", ""PRODUCT_DB""]",ADVICE_WITH_PRODUCTS,"[""Calculate sizing before product search."", ""For normal conditions, 20 m² should map around the 12,000 BTU commercial class under the configured rule."", ""Mention important heat-load caveat briefly."", ""Optionally retrieve 3-5 matching real products.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims."", ""Do not directly search and recommend 9,000 BTU products before sizing.""]",,
AC_SIZE_001-09,AC_SIZE_001,train,slang,phong 25m2 dùng dieu hoa công suất nào?,AIR_CONDITIONER_SIZING,AIR_CONDITIONER_SIZING,"{""area_m2"": ""extract"", ""room_type"": ""BEDROOM_if_present"", ""dimensions"": ""extract_if_present""}",CALCULATE_THEN_SEARCH,"[""SKILL_RULES"", ""PRODUCT_DB""]",ADVICE_WITH_PRODUCTS,"[""Calculate sizing before product search."", ""For normal conditions, 20 m² should map around the 12,000 BTU commercial class under the configured rule."", ""Mention important heat-load caveat briefly."", ""Optionally retrieve 3-5 matching real products.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims."", ""Do not directly search and recommend 9,000 BTU products before sizing.""]",,
AC_SIZE_001-10,AC_SIZE_001,train,natural,Phòng 30m² cần bao nhiêu ngựa?,AIR_CONDITIONER_SIZING,AIR_CONDITIONER_SIZING,"{""area_m2"": ""extract"", ""room_type"": ""BEDROOM_if_present"", ""dimensions"": ""extract_if_present""}",CALCULATE_THEN_SEARCH,"[""SKILL_RULES"", ""PRODUCT_DB""]",ADVICE_WITH_PRODUCTS,"[""Calculate sizing before product search."", ""For normal conditions, 20 m² should map around the 12,000 BTU commercial class under the configured rule."", ""Mention important heat-load caveat briefly."", ""Optionally retrieve 3-5 matching real products.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims."", ""Do not directly search and recommend 9,000 BTU products before sizing.""]",,
AC_SIZE_001-11,AC_SIZE_001,train,no_accent,Phong 30m² can bao nhieu ngua?,AIR_CONDITIONER_SIZING,AIR_CONDITIONER_SIZING,"{""area_m2"": ""extract"", ""room_type"": ""BEDROOM_if_present"", ""dimensions"": ""extract_if_present""}",CALCULATE_THEN_SEARCH,"[""SKILL_RULES"", ""PRODUCT_DB""]",ADVICE_WITH_PRODUCTS,"[""Calculate sizing before product search."", ""For normal conditions, 20 m² should map around the 12,000 BTU commercial class under the configured rule."", ""Mention important heat-load caveat briefly."", ""Optionally retrieve 3-5 matching real products.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims."", ""Do not directly search and recommend 9,000 BTU products before sizing.""]",,
AC_SIZE_001-12,AC_SIZE_001,train,slang,phong 30m² cần bn ngựa?,AIR_CONDITIONER_SIZING,AIR_CONDITIONER_SIZING,"{""area_m2"": ""extract"", ""room_type"": ""BEDROOM_if_present"", ""dimensions"": ""extract_if_present""}",CALCULATE_THEN_SEARCH,"[""SKILL_RULES"", ""PRODUCT_DB""]",ADVICE_WITH_PRODUCTS,"[""Calculate sizing before product search."", ""For normal conditions, 20 m² should map around the 12,000 BTU commercial class under the configured rule."", ""Mention important heat-load caveat briefly."", ""Optionally retrieve 3-5 matching real products.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims."", ""Do not directly search and recommend 9,000 BTU products before sizing.""]",,
AC_SIZE_001-13,AC_SIZE_001,train,natural,Phòng ngủ 4x5m thì dùng máy lạnh công suất bao nhiêu?,AIR_CONDITIONER_SIZING,AIR_CONDITIONER_SIZING,"{""area_m2"": ""extract"", ""room_type"": ""BEDROOM_if_present"", ""dimensions"": ""extract_if_present""}",CALCULATE_THEN_SEARCH,"[""SKILL_RULES"", ""PRODUCT_DB""]",ADVICE_WITH_PRODUCTS,"[""Calculate sizing before product search."", ""For normal conditions, 20 m² should map around the 12,000 BTU commercial class under the configured rule."", ""Mention important heat-load caveat briefly."", ""Optionally retrieve 3-5 matching real products.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims."", ""Do not directly search and recommend 9,000 BTU products before sizing.""]",,
AC_SIZE_001-14,AC_SIZE_001,train,no_accent,Phong ngu 4x5m thi dung may lanh cong suat bao nhieu?,AIR_CONDITIONER_SIZING,AIR_CONDITIONER_SIZING,"{""area_m2"": ""extract"", ""room_type"": ""BEDROOM_if_present"", ""dimensions"": ""extract_if_present""}",CALCULATE_THEN_SEARCH,"[""SKILL_RULES"", ""PRODUCT_DB""]",ADVICE_WITH_PRODUCTS,"[""Calculate sizing before product search."", ""For normal conditions, 20 m² should map around the 12,000 BTU commercial class under the configured rule."", ""Mention important heat-load caveat briefly."", ""Optionally retrieve 3-5 matching real products.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims."", ""Do not directly search and recommend 9,000 BTU products before sizing.""]",,
AC_SIZE_001-15,AC_SIZE_001,train,slang,phong ngủ 4x5m thì dùng may lanh công suất bn?,AIR_CONDITIONER_SIZING,AIR_CONDITIONER_SIZING,"{""area_m2"": ""extract"", ""room_type"": ""BEDROOM_if_present"", ""dimensions"": ""extract_if_present""}",CALCULATE_THEN_SEARCH,"[""SKILL_RULES"", ""PRODUCT_DB""]",ADVICE_WITH_PRODUCTS,"[""Calculate sizing before product search."", ""For normal conditions, 20 m² should map around the 12,000 BTU commercial class under the configured rule."", ""Mention important heat-load caveat briefly."", ""Optionally retrieve 3-5 matching real products.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims."", ""Do not directly search and recommend 9,000 BTU products before sizing.""]",,
AC_SIZE_001-16,AC_SIZE_001,train,natural,20m2 lắp 9000 BTU có đủ không?,AIR_CONDITIONER_SIZING,AIR_CONDITIONER_SIZING,"{""area_m2"": ""extract"", ""room_type"": ""BEDROOM_if_present"", ""dimensions"": ""extract_if_present""}",CALCULATE_THEN_SEARCH,"[""SKILL_RULES"", ""PRODUCT_DB""]",ADVICE_WITH_PRODUCTS,"[""Calculate sizing before product search."", ""For normal conditions, 20 m² should map around the 12,000 BTU commercial class under the configured rule."", ""Mention important heat-load caveat briefly."", ""Optionally retrieve 3-5 matching real products.""]","[""Do not invent product, price, stock, promotion, ranking or specification."", ""Use only verified backend/system data for factual commerce claims."", ""Do not directly search and recommend 9,000 BTU products before sizing.""]",,
